ref,piece,max,min,geo_point_2d,surface,price_per_m2
30.2,1,36.24,21.14,"48.89166759106752, 2.3459787545931863",10.0,90.6
22.8,3,27.4,16.0,"48.86228910809422, 2.3448988583110166",30.0,22.8
26.1,1,31.32,18.27,"48.854760283035255, 2.407430328235969",10.0,78.30000000000001
23.2,3,27.84,16.24,"48.87863907572485, 2.380127281829295",30.0,23.2
25.0,2,30.0,17.5,"48.87153120058614, 2.3875492398498035",20.0,37.5
35.1,1,42.1,24.6,"48.85438440363996, 2.340035371130514",10.0,105.30000000000001
35.1,1,42.1,24.6,"48.85526326937375, 2.3255876525808024",10.0,105.30000000000001
24.9,4,29.9,17.4,"48.852895586218004, 2.3527750121216795",40.0,18.674999999999997
32.2,1,38.6,22.5,"48.8490447659431, 2.3457466001872485",10.0,96.60000000000001
26.1,2,31.3,18.3,"48.8379956461218, 2.4331784419569793",20.0,39.150000000000006
26.4,1,31.7,18.5,"48.823452771575106, 2.337070179863054",10.0,79.19999999999999
29.6,1,35.5,20.7,"48.83031704260011, 2.315304931573413",10.0,88.8
22.8,4,27.4,16.0,"48.84194019337512, 2.356893889624744",40.0,17.1
33.6,1,40.3,23.5,"48.82312780567426, 2.352433149542824",10.0,100.80000000000001
27.8,3,33.4,19.5,"48.86065013520993, 2.3349103292801994",30.0,27.8
36.4,1,43.7,25.5,"48.85852137232379, 2.3516669671389687",10.0,109.19999999999999
37.2,1,44.64,26.04,"48.867074492185395, 2.3086516846814",10.0,111.60000000000001
26.2,3,31.44,18.34,"48.84271125032415, 2.3107774536393966",30.0,26.2
24.8,4,29.76,17.36,"48.86228910809422, 2.3448988583110166",40.0,18.6
25.2,2,30.24,17.64,"48.88766108880349, 2.3744682121256666",20.0,37.8
25.4,2,30.48,17.78,"48.888481513920595, 2.313856169006357",20.0,38.1
30.7,2,36.84,21.49,"48.86327454383974, 2.259935831704838",20.0,46.05
28.9,3,34.68,20.23,"48.87814767585099, 2.3171746113048903",30.0,28.9
23.3,4,27.96,16.31,"48.86740319007272, 2.3729648249267643",40.0,17.475
25.8,4,30.96,18.06,"48.850171655497846, 2.291852642697574",40.0,19.35
28.0,2,33.6,19.6,"48.88504369140323, 2.302909824651906",20.0,42.0
27.7,1,33.24,19.39,"48.876008290020586, 2.36812301788768",10.0,83.1
26.2,2,31.44,18.34,"48.83906040108164, 2.2780763469189345",20.0,39.300000000000004
30.5,1,36.6,21.35,"48.88073523727109, 2.35747081044636",10.0,91.5
24.9,2,29.88,17.43,"48.82312780567426, 2.352433149542824",20.0,37.349999999999994
25.2,2,30.24,17.64,"48.894012169582226, 2.3643867790293243",20.0,37.8
25.1,4,30.12,17.57,"48.85571865089275, 2.358162333852766",40.0,18.825000000000003
27.2,2,32.64,19.04,"48.84168428795317, 2.3438609263160095",20.0,40.8
25.2,4,30.24,17.64,"48.85528871996157, 2.3336568680904577",40.0,18.9
27.9,1,33.48,19.53,"48.86234502354463, 2.376118055918989",10.0,83.7
26.6,2,31.92,18.62,"48.830359242366505, 2.428826815083849",20.0,39.900000000000006
37.2,1,44.64,26.04,"48.852895586218004, 2.3527750121216795",10.0,111.60000000000001
31.6,2,37.92,22.12,"48.84168428795317, 2.3438609263160095",20.0,47.400000000000006
25.2,4,30.24,17.64,"48.87126549302095, 2.320053028649194",40.0,18.9
21.6,3,25.92,15.12,"48.89213818760241, 2.355536163296278",30.0,21.6
25.2,4,30.24,17.64,"48.847800629292664, 2.3363388275876775",40.0,18.9
28.2,1,33.84,19.74,"48.89257777114592, 2.334363089913081",10.0,84.6
24.6,3,29.52,17.22,"48.85209650697998, 2.3887648336025635",30.0,24.6
31.7,1,38.04,22.19,"48.84168428795317, 2.3438609263160095",10.0,95.1
32.6,2,39.12,22.82,"48.869306638088744, 2.3334318076581146",20.0,48.900000000000006
25.2,4,30.24,17.64,"48.85438440363996, 2.340035371130514",40.0,18.9
35.4,1,42.48,24.78,"48.87126549302095, 2.320053028649194",10.0,106.2
29.3,1,35.16,20.51,"48.87124465089237, 2.3615036473450113",10.0,87.9
27.7,4,33.24,19.39,"48.85035926154756, 2.3110309362657557",40.0,20.775
27.3,2,32.76,19.11,"48.88073523727109, 2.35747081044636",20.0,40.95
37.2,1,44.64,26.04,"48.87354738020911, 2.332268868869704",10.0,111.60000000000001
21.4,4,25.68,14.98,"48.830359242366505, 2.428826815083849",40.0,16.049999999999997
26.7,2,32.04,18.69,"48.88504369140323, 2.302909824651906",20.0,40.05
26.1,4,31.32,18.27,"48.851585175021285, 2.3647679538731117",40.0,19.575000000000003
30.5,2,36.6,21.35,"48.84642759400415, 2.327356878234607",20.0,45.75
27.9,3,33.48,19.53,"48.83906040108164, 2.2780763469189345",30.0,27.9
28.5,2,34.2,19.95,"48.850171655497846, 2.291852642697574",20.0,42.75
27.9,3,33.48,19.53,"48.874135575605415, 2.3041188097211407",30.0,27.9
37.2,1,44.64,26.04,"48.869306638088744, 2.3334318076581146",10.0,111.60000000000001
27.3,1,32.76,19.11,"48.85706404083103, 2.380364061726767",10.0,81.9
29.0,4,34.8,20.3,"48.87354738020911, 2.332268868869704",40.0,21.75
30.5,2,36.6,21.35,"48.87126549302095, 2.320053028649194",20.0,45.75
33.1,1,39.72,23.17,"48.85209650697998, 2.3887648336025635",10.0,99.3
25.0,4,30.0,17.5,"48.87361766097465, 2.352282894951218",40.0,18.75
23.6,3,28.32,16.52,"48.86228910809422, 2.3448988583110166",30.0,23.6
32.6,2,39.12,22.82,"48.867018590627694, 2.328581664931248",20.0,48.900000000000006
24.3,4,29.16,17.01,"48.87124465089237, 2.3615036473450113",40.0,18.225
26.9,2,32.28,18.83,"48.850171655497846, 2.291852642697574",20.0,40.35
28.2,1,33.84,19.74,"48.89213818760241, 2.355536163296278",10.0,84.6
16.3,4,19.56,11.41,"48.88163816729657, 2.3954401666237373",40.0,12.225000000000001
26.7,3,32.04,18.69,"48.88504369140323, 2.302909824651906",30.0,26.7
36.6,1,43.92,25.62,"48.85829990387876, 2.3015415556941874",10.0,109.80000000000001
28.9,4,34.68,20.23,"48.84168428795317, 2.3438609263160095",40.0,21.674999999999997
25.0,3,30.0,17.5,"48.87126549302095, 2.320053028649194",30.0,25.0
28.9,4,34.68,20.23,"48.84766363545046, 2.354093153377686",40.0,21.674999999999997
31.8,3,38.16,22.26,"48.85526326937375, 2.3255876525808024",30.0,31.8
34.4,2,41.28,24.08,"48.858514966137854, 2.3164447403399206",20.0,51.6
26.3,2,31.56,18.41,"48.84168428795317, 2.3438609263160095",20.0,39.449999999999996
26.6,2,31.92,18.62,"48.87153120058614, 2.3875492398498035",20.0,39.900000000000006
23.2,4,27.84,16.24,"48.87993433878255, 2.3328501965554715",40.0,17.4
25.8,3,30.96,18.06,"48.83429362836976, 2.296919974448867",30.0,25.8
28.8,1,34.56,20.16,"48.87863907572485, 2.380127281829295",10.0,86.39999999999999
25.0,3,30.0,17.5,"48.874135575605415, 2.3041188097211407",30.0,25.0
27.9,4,33.48,19.53,"48.8671501183107, 2.3500801904088187",40.0,20.925
30.9,1,37.08,21.63,"48.873934691758095, 2.343252579473346",10.0,92.69999999999999
26.0,3,31.2,18.2,"48.86910019977125, 2.3394607437483312",30.0,26.0
32.7,1,39.24,22.89,"48.87814767585099, 2.3171746113048903",10.0,98.10000000000001
32.4,4,38.88,22.68,"48.85829990387876, 2.3015415556941874",40.0,24.299999999999997
24.6,3,29.52,17.22,"48.84194019337512, 2.356893889624744",30.0,24.6
29.5,2,35.4,20.65,"48.87993433878255, 2.3328501965554715",20.0,44.25
24.4,4,29.28,17.08,"48.83740588522813, 2.3633186351497177",40.0,18.3
28.2,4,33.84,19.74,"48.858514966137854, 2.3164447403399206",40.0,21.15
29.3,1,35.16,20.51,"48.83906040108164, 2.2780763469189345",10.0,87.9
29.9,2,35.88,20.93,"48.85852137232379, 2.3516669671389687",20.0,44.849999999999994
37.6,1,45.12,26.32,"48.852895586218004, 2.3527750121216795",10.0,112.80000000000001
19.8,3,23.76,13.86,"48.89555577457166, 2.384777229270242",30.0,19.8
27.9,3,33.48,19.53,"48.871765634282355, 2.2719177404675657",30.0,27.9
32.4,1,38.88,22.68,"48.87124465089237, 2.3615036473450113",10.0,97.19999999999999
21.9,3,26.28,15.33,"48.87863907572485, 2.380127281829295",30.0,21.9
26.3,1,31.56,18.41,"48.87103473909125, 2.406171530151038",10.0,78.89999999999999
21.8,2,26.16,15.26,"48.87103473909125, 2.406171530151038",20.0,32.7
21.2,3,25.44,14.84,"48.88163816729657, 2.3954401666237373",30.0,21.2
27.2,3,32.64,19.04,"48.84194019337512, 2.356893889624744",30.0,27.2
22.8,4,27.36,15.96,"48.87103473909125, 2.406171530151038",40.0,17.1
32.6,2,39.12,22.82,"48.86065013520993, 2.3349103292801994",20.0,48.900000000000006
33.3,1,39.96,23.31,"48.83373367612219, 2.3476730460658106",10.0,99.89999999999999
23.9,2,28.68,16.73,"48.89555577457166, 2.384777229270242",20.0,35.849999999999994
25.9,2,31.08,18.13,"48.835209049865114, 2.3862100842120184",20.0,38.849999999999994
28.2,4,33.84,19.74,"48.859192412713874, 2.3632050573309638",40.0,21.15
26.3,2,31.56,18.41,"48.89213818760241, 2.355536163296278",20.0,39.449999999999996
30.0,2,36.0,21.0,"48.84271125032415, 2.3107774536393966",20.0,45.0
28.8,4,34.56,20.16,"48.87814767585099, 2.3171746113048903",40.0,21.599999999999998
26.4,2,31.68,18.48,"48.87863907572485, 2.380127281829295",20.0,39.599999999999994
26.1,4,31.32,18.27,"48.85438440363996, 2.340035371130514",40.0,19.575000000000003
21.6,2,25.92,15.12,"48.87103473909125, 2.406171530151038",20.0,32.400000000000006
24.0,4,28.8,16.8,"48.8379956461218, 2.4331784419569793",40.0,18.0
24.8,4,29.76,17.36,"48.87361766097465, 2.352282894951218",40.0,18.6
29.3,2,35.16,20.51,"48.874135575605415, 2.3041188097211407",20.0,43.95
29.7,1,35.64,20.79,"48.876008290020586, 2.36812301788768",10.0,89.1
23.0,4,27.6,16.1,"48.87993433878255, 2.3328501965554715",40.0,17.25
25.0,4,30.0,17.5,"48.83740588522813, 2.3633186351497177",40.0,18.75
21.8,4,26.16,15.26,"48.85706404083103, 2.380364061726767",40.0,16.35
26.1,1,31.32,18.27,"48.87103473909125, 2.406171530151038",10.0,78.30000000000001
29.3,2,35.16,20.51,"48.867074492185395, 2.3086516846814",20.0,43.95
23.4,3,28.08,16.38,"48.87361766097465, 2.352282894951218",30.0,23.4
29.9,2,35.88,20.93,"48.867018590627694, 2.328581664931248",20.0,44.849999999999994
25.1,3,30.12,17.57,"48.862557245043206, 2.354851518245669",30.0,25.1
21.9,4,26.28,15.33,"48.82312780567426, 2.352433149542824",40.0,16.425
32.5,1,39.0,22.75,"48.88073523727109, 2.35747081044636",10.0,97.5
25.2,3,30.24,17.64,"48.82312780567426, 2.352433149542824",30.0,25.2
29.0,4,34.8,20.3,"48.86465997810256, 2.3363089189653063",40.0,21.75
32.1,1,38.52,22.47,"48.86465997810256, 2.3363089189653063",10.0,96.3
35.7,1,42.84,24.99,"48.867074492185395, 2.3086516846814",10.0,107.10000000000001
34.7,1,41.64,24.29,"48.86647028948414, 2.3570831310567835",10.0,104.10000000000001
35.9,1,43.08,25.13,"48.869306638088744, 2.3334318076581146",10.0,107.69999999999999
29.7,1,35.64,20.79,"48.87124465089237, 2.3615036473450113",10.0,89.1
24.5,4,29.4,17.15,"48.86228910809422, 2.3448988583110166",40.0,18.375
28.0,4,33.6,19.6,"48.86327454383974, 2.259935831704838",40.0,21.0
20.3,3,24.36,14.21,"48.89166759106752, 2.3459787545931863",30.0,20.3
21.2,4,25.44,14.84,"48.835209049865114, 2.3862100842120184",40.0,15.9
31.1,1,37.32,21.77,"48.83429362836976, 2.296919974448867",10.0,93.30000000000001
26.0,2,31.2,18.2,"48.85209650697998, 2.3887648336025635",20.0,39.0
24.5,4,29.4,17.15,"48.83373367612219, 2.3476730460658106",40.0,18.375
25.8,2,31.0,18.1,"48.8949426537908, 2.321118743705154",20.0,38.7
23.9,3,28.7,16.7,"48.835209049865114, 2.3862100842120184",30.0,23.9
29.9,3,35.9,20.9,"48.84168428795317, 2.3438609263160095",30.0,29.9
34.7,1,41.6,24.3,"48.867018590627694, 2.328581664931248",10.0,104.10000000000001
32.4,1,38.9,22.7,"48.88504369140323, 2.302909824651906",10.0,97.19999999999999
28.3,4,34.0,19.8,"48.84168428795317, 2.3438609263160095",40.0,21.225
28.4,1,34.1,19.9,"48.85706404083103, 2.380364061726767",10.0,85.19999999999999
25.7,4,30.8,18.0,"48.87981191977869, 2.3448612910024424",40.0,19.275
22.5,3,27.0,15.8,"48.89166759106752, 2.3459787545931863",30.0,22.5
25.8,4,31.0,18.1,"48.888481513920595, 2.313856169006357",40.0,19.35
26.3,3,31.6,18.4,"48.83429362836976, 2.296919974448867",30.0,26.3
38.8,1,46.6,27.2,"48.874135575605415, 2.3041188097211407",10.0,116.39999999999999
32.3,3,38.8,22.6,"48.87354738020911, 2.332268868869704",30.0,32.3
30.4,1,36.5,21.3,"48.83906040108164, 2.2780763469189345",10.0,91.2
27.2,4,32.6,19.0,"48.87354738020911, 2.332268868869704",40.0,20.4
30.6,2,36.7,21.4,"48.873934691758095, 2.343252579473346",20.0,45.9
21.1,4,25.3,14.8,"48.830359242366505, 2.428826815083849",40.0,15.825000000000003
26.2,3,31.4,18.3,"48.86234502354463, 2.376118055918989",30.0,26.2
38.8,1,46.6,27.2,"48.85528871996157, 2.3336568680904577",10.0,116.39999999999999
34.7,1,41.6,24.3,"48.867074492185395, 2.3086516846814",10.0,104.10000000000001
24.7,1,29.6,17.3,"48.89555577457166, 2.384777229270242",10.0,74.1
33.7,1,40.4,23.6,"48.85571865089275, 2.358162333852766",10.0,101.10000000000001
27.8,2,33.4,19.5,"48.89213818760241, 2.355536163296278",20.0,41.7
35.6,1,42.7,24.9,"48.8490447659431, 2.3457466001872485",10.0,106.8
27.1,3,32.5,19.0,"48.86065013520993, 2.3349103292801994",30.0,27.1
26.3,4,31.6,18.4,"48.85528871996157, 2.3336568680904577",40.0,19.724999999999998
24.1,3,28.9,16.9,"48.83373367612219, 2.3476730460658106",30.0,24.1
24.9,3,29.9,17.4,"48.83740588522813, 2.3633186351497177",30.0,24.9
24.6,2,29.5,17.2,"48.87103473909125, 2.406171530151038",20.0,36.9
27.2,3,32.6,19.0,"48.83031704260011, 2.315304931573413",30.0,27.2
28.3,4,34.0,19.8,"48.86910019977125, 2.3394607437483312",40.0,21.225
25.9,3,31.1,18.1,"48.874135575605415, 2.3041188097211407",30.0,25.9
32.5,2,39.0,22.8,"48.847800629292664, 2.3363388275876775",20.0,48.75
36.9,1,44.3,25.8,"48.869306638088744, 2.3334318076581146",10.0,110.7
26.7,2,32.0,18.7,"48.854760283035255, 2.407430328235969",20.0,40.05
27.2,2,32.6,19.0,"48.84766363545046, 2.354093153377686",20.0,40.8
35.0,1,42.0,24.5,"48.87354738020911, 2.332268868869704",10.0,105.0
27.1,3,32.5,19.0,"48.869306638088744, 2.3334318076581146",30.0,27.1
27.4,4,32.9,19.2,"48.83429362836976, 2.296919974448867",40.0,20.549999999999997
31.7,2,38.0,22.2,"48.87814767585099, 2.3171746113048903",20.0,47.55
31.8,1,38.2,22.3,"48.850171655497846, 2.291852642697574",10.0,95.4
30.2,2,36.2,21.1,"48.8376230959726, 2.331783822887114",20.0,45.3
27.0,3,32.4,18.9,"48.86647028948414, 2.3570831310567835",30.0,27.0
21.1,4,25.3,14.8,"48.89257777114592, 2.334363089913081",40.0,15.825000000000003
29.3,3,35.2,20.5,"48.85571865089275, 2.358162333852766",30.0,29.3
27.4,2,32.9,19.2,"48.84194019337512, 2.356893889624744",20.0,41.099999999999994
33.5,1,40.2,23.4,"48.850171655497846, 2.291852642697574",10.0,100.5
27.2,2,32.6,19.0,"48.8671501183107, 2.3500801904088187",20.0,40.8
27.2,1,32.6,19.0,"48.87103473909125, 2.406171530151038",10.0,81.6
26.8,2,32.2,18.8,"48.83031704260011, 2.315304931573413",20.0,40.2
25.8,3,31.0,18.1,"48.82312780567426, 2.352433149542824",30.0,25.8
20.3,3,24.4,14.2,"48.89555577457166, 2.384777229270242",30.0,20.3
26.7,2,32.0,18.7,"48.88163816729657, 2.3954401666237373",20.0,40.05
27.1,2,32.5,19.0,"48.8379956461218, 2.4331784419569793",20.0,40.65
23.1,4,27.7,16.2,"48.89257777114592, 2.334363089913081",40.0,17.325
25.7,4,30.8,18.0,"48.888481513920595, 2.313856169006357",40.0,19.275
25.3,3,30.4,17.7,"48.83906040108164, 2.2780763469189345",30.0,25.3
33.3,2,40.0,23.3,"48.8490447659431, 2.3457466001872485",20.0,49.949999999999996
33.3,2,40.0,23.3,"48.86388739200144, 2.363123300986952",20.0,49.949999999999996
31.1,1,37.3,21.8,"48.88766108880349, 2.3744682121256666",10.0,93.30000000000001
26.0,4,31.2,18.2,"48.8949426537908, 2.321118743705154",40.0,19.5
27.2,1,32.6,19.0,"48.88766108880349, 2.3744682121256666",10.0,81.6
27.8,2,33.4,19.5,"48.876008290020586, 2.36812301788768",20.0,41.7
27.1,2,32.5,19.0,"48.84271125032415, 2.3107774536393966",20.0,40.65
23.5,4,28.2,16.5,"48.88073523727109, 2.35747081044636",40.0,17.625
27.3,4,32.8,19.1,"48.83906040108164, 2.2780763469189345",40.0,20.475
22.3,3,26.8,15.6,"48.83429362836976, 2.296919974448867",30.0,22.3
25.9,2,31.1,18.1,"48.854760283035255, 2.407430328235969",20.0,38.849999999999994
26.8,4,32.2,18.8,"48.8490447659431, 2.3457466001872485",40.0,20.1
34.4,1,41.3,24.1,"48.873934691758095, 2.343252579473346",10.0,103.2
24.6,3,29.5,17.2,"48.85209650697998, 2.3887648336025635",30.0,24.6
22.5,4,27.0,15.8,"48.830359242366505, 2.428826815083849",40.0,16.875
25.2,2,30.2,17.6,"48.86740319007272, 2.3729648249267643",20.0,37.8
30.1,2,36.1,21.1,"48.88117755028415, 2.289963738115156",20.0,45.150000000000006
35.4,1,42.5,24.8,"48.86388739200144, 2.363123300986952",10.0,106.2
23.8,4,28.6,16.7,"48.87863907572485, 2.380127281829295",40.0,17.849999999999998
21.1,2,25.3,14.8,"48.87103473909125, 2.406171530151038",20.0,31.650000000000006
25.9,4,31.1,18.1,"48.82665262554388, 2.3264369992249008",40.0,19.424999999999997
31.1,1,37.3,21.8,"48.830359242366505, 2.428826815083849",10.0,93.30000000000001
29.8,1,35.8,20.9,"48.83906040108164, 2.2780763469189345",10.0,89.4
26.6,2,31.9,18.6,"48.8671501183107, 2.3500801904088187",20.0,39.900000000000006
26.7,1,32.0,18.7,"48.87103473909125, 2.406171530151038",10.0,80.1
24.2,1,29.0,16.9,"48.894012169582226, 2.3643867790293243",10.0,72.6
33.0,2,39.6,23.1,"48.874135575605415, 2.3041188097211407",20.0,49.5
25.0,4,30.0,17.5,"48.83373367612219, 2.3476730460658106",40.0,18.75
22.9,4,27.5,16.0,"48.894012169582226, 2.3643867790293243",40.0,17.175
22.4,4,26.9,15.7,"48.86740319007272, 2.3729648249267643",40.0,16.799999999999997
19.9,4,23.9,13.9,"48.894012169582226, 2.3643867790293243",40.0,14.924999999999999
27.9,4,33.5,19.5,"48.85829990387876, 2.3015415556941874",40.0,20.925
25.0,3,30.0,17.5,"48.85209650697998, 2.3887648336025635",30.0,25.0
28.4,1,34.1,19.9,"48.82752745777257, 2.3723977369189355",10.0,85.19999999999999
28.3,1,34.0,19.8,"48.83429362836976, 2.296919974448867",10.0,84.9
30.6,1,36.7,21.4,"48.83031704260011, 2.315304931573413",10.0,91.8
17.0,4,20.4,11.9,"48.87103473909125, 2.406171530151038",40.0,12.75
31.5,3,37.8,22.1,"48.85528871996157, 2.3336568680904577",30.0,31.5
26.7,1,32.0,18.7,"48.88766108880349, 2.3744682121256666",10.0,80.1
28.4,1,34.1,19.9,"48.87103473909125, 2.406171530151038",10.0,85.19999999999999
29.8,4,35.8,20.9,"48.85852137232379, 2.3516669671389687",40.0,22.35
21.1,2,25.3,14.8,"48.89555577457166, 2.384777229270242",20.0,31.650000000000006
25.9,3,31.1,18.1,"48.830359242366505, 2.428826815083849",30.0,25.9
25.1,3,30.12,17.57,"48.830359242366505, 2.428826815083849",30.0,25.1
22.2,4,26.64,15.54,"48.85706404083103, 2.380364061726767",40.0,16.65
31.7,1,38.04,22.19,"48.850622342726865, 2.252276907538065",10.0,95.1
26.6,3,31.92,18.62,"48.83429362836976, 2.296919974448867",30.0,26.6
30.5,2,36.6,21.35,"48.852895586218004, 2.3527750121216795",20.0,45.75
26.1,4,31.32,18.27,"48.852895586218004, 2.3527750121216795",40.0,19.575000000000003
26.1,2,31.32,18.27,"48.86910019977125, 2.3394607437483312",20.0,39.150000000000006
23.5,4,28.2,16.45,"48.83740588522813, 2.3633186351497177",40.0,17.625
31.7,1,38.04,22.19,"48.87814767585099, 2.3171746113048903",10.0,95.1
36.9,1,44.28,25.83,"48.858514966137854, 2.3164447403399206",10.0,110.7
24.2,4,29.04,16.94,"48.876008290020586, 2.36812301788768",40.0,18.15
32.2,2,38.64,22.54,"48.85528871996157, 2.3336568680904577",20.0,48.300000000000004
36.9,1,44.28,25.83,"48.85829990387876, 2.3015415556941874",10.0,110.7
30.5,2,36.6,21.35,"48.851585175021285, 2.3647679538731117",20.0,45.75
28.2,4,33.84,19.74,"48.858514966137854, 2.3164447403399206",40.0,21.15
30.6,3,36.72,21.42,"48.85035926154756, 2.3110309362657557",30.0,30.6
33.8,1,40.56,23.66,"48.859192412713874, 2.3632050573309638",10.0,101.39999999999999
28.2,4,33.84,19.74,"48.84766363545046, 2.354093153377686",40.0,21.15
24.0,3,28.8,16.8,"48.888481513920595, 2.313856169006357",30.0,24.0
28.6,2,34.32,20.02,"48.83031704260011, 2.315304931573413",20.0,42.900000000000006
24.8,4,29.76,17.36,"48.87993433878255, 2.3328501965554715",40.0,18.6
24.6,3,29.52,17.22,"48.8490447659431, 2.3457466001872485",30.0,24.6
30.5,2,36.6,21.35,"48.874135575605415, 2.3041188097211407",20.0,45.75
26.2,2,31.44,18.34,"48.823452771575106, 2.337070179863054",20.0,39.300000000000004
28.7,3,34.44,20.09,"48.8490447659431, 2.3457466001872485",30.0,28.7
25.8,2,31.0,18.1,"48.84194019337512, 2.356893889624744",20.0,38.7
22.6,4,27.1,15.8,"48.85706404083103, 2.380364061726767",40.0,16.950000000000003
35.4,1,42.5,24.8,"48.85571865089275, 2.358162333852766",10.0,106.2
25.4,3,30.5,17.8,"48.868008337402706, 2.3446991274274604",30.0,25.4
33.1,1,39.7,23.2,"48.86327454383974, 2.259935831704838",10.0,99.3
38.0,1,45.6,26.6,"48.851585175021285, 2.3647679538731117",10.0,114.0
30.4,2,36.5,21.3,"48.867018590627694, 2.328581664931248",20.0,45.6
27.8,3,33.4,19.5,"48.84271125032415, 2.3107774536393966",30.0,27.8
25.1,4,30.1,17.6,"48.87153120058614, 2.3875492398498035",40.0,18.825000000000003
23.5,4,28.2,16.5,"48.873934691758095, 2.343252579473346",40.0,17.625
23.5,4,28.2,16.5,"48.8376230959726, 2.331783822887114",40.0,17.625
34.8,1,41.8,24.4,"48.86647028948414, 2.3570831310567835",10.0,104.39999999999999
19.5,3,23.4,13.7,"48.89555577457166, 2.384777229270242",30.0,19.5
26.6,2,31.9,18.6,"48.859192412713874, 2.3632050573309638",20.0,39.900000000000006
31.5,3,37.8,22.1,"48.869306638088744, 2.3334318076581146",30.0,31.5
22.1,3,26.5,15.5,"48.8379956461218, 2.4331784419569793",30.0,22.1
22.4,2,26.9,15.7,"48.88163816729657, 2.3954401666237373",20.0,33.599999999999994
27.3,2,32.8,19.1,"48.876008290020586, 2.36812301788768",20.0,40.95
26.4,3,31.7,18.5,"48.8376230959726, 2.331783822887114",30.0,26.4
25.1,4,30.1,17.6,"48.87981191977869, 2.3448612910024424",40.0,18.825000000000003
31.0,2,37.2,21.7,"48.867074492185395, 2.3086516846814",20.0,46.5
36.6,1,43.9,25.6,"48.862557245043206, 2.354851518245669",10.0,109.80000000000001
32.8,1,39.4,23.0,"48.868008337402706, 2.3446991274274604",10.0,98.39999999999999
24.9,4,29.9,17.4,"48.84194019337512, 2.356893889624744",40.0,18.674999999999997
29.2,3,35.0,20.4,"48.85571865089275, 2.358162333852766",30.0,29.2
32.9,1,39.5,23.0,"48.85706404083103, 2.380364061726767",10.0,98.7
26.6,2,31.9,18.6,"48.89166759106752, 2.3459787545931863",20.0,39.900000000000006
31.0,1,37.2,21.7,"48.85209650697998, 2.3887648336025635",10.0,93.0
32.1,1,38.52,22.47,"48.86388739200144, 2.363123300986952",10.0,96.3
25.2,3,30.24,17.64,"48.83429362836976, 2.296919974448867",30.0,25.2
28.1,4,33.72,19.67,"48.871765634282355, 2.2719177404675657",40.0,21.075
29.4,2,35.28,20.58,"48.88504369140323, 2.302909824651906",20.0,44.1
26.3,2,31.56,18.41,"48.862557245043206, 2.354851518245669",20.0,39.449999999999996
26.7,2,32.04,18.69,"48.86740319007272, 2.3729648249267643",20.0,40.05
32.4,4,38.88,22.68,"48.85526326937375, 2.3255876525808024",40.0,24.299999999999997
26.6,2,31.92,18.62,"48.89213818760241, 2.355536163296278",20.0,39.900000000000006
30.4,2,36.48,21.28,"48.87126549302095, 2.320053028649194",20.0,45.6
36.6,1,43.92,25.62,"48.858514966137854, 2.3164447403399206",10.0,109.80000000000001
32.9,1,39.48,23.03,"48.86465997810256, 2.3363089189653063",10.0,98.7
26.9,2,32.28,18.83,"48.89166759106752, 2.3459787545931863",20.0,40.35
26.0,3,31.2,18.2,"48.868008337402706, 2.3446991274274604",30.0,26.0
26.3,3,31.56,18.41,"48.88073523727109, 2.35747081044636",30.0,26.3
34.7,1,41.64,24.29,"48.85571865089275, 2.358162333852766",10.0,104.10000000000001
31.2,3,37.44,21.84,"48.851585175021285, 2.3647679538731117",30.0,31.200000000000003
25.0,3,30.0,17.5,"48.86065013520993, 2.3349103292801994",30.0,25.0
28.2,2,33.84,19.74,"48.86228910809422, 2.3448988583110166",20.0,42.3
31.8,1,38.16,22.26,"48.873934691758095, 2.343252579473346",10.0,95.4
26.6,2,31.92,18.62,"48.84691594405347, 2.374401626479208",20.0,39.900000000000006
25.0,3,30.0,17.5,"48.85852137232379, 2.3516669671389687",30.0,25.0
28.2,1,33.84,19.74,"48.85706404083103, 2.380364061726767",10.0,84.6
25.4,2,30.48,17.78,"48.87153120058614, 2.3875492398498035",20.0,38.1
26.3,1,31.56,18.41,"48.89555577457166, 2.384777229270242",10.0,78.89999999999999
26.0,3,31.2,18.2,"48.862557245043206, 2.354851518245669",30.0,26.0
24.0,4,28.8,16.8,"48.86371948395739, 2.395272820760115",40.0,18.0
28.2,4,33.84,19.74,"48.86910019977125, 2.3394607437483312",40.0,21.15
18.7,4,22.44,13.09,"48.854760283035255, 2.407430328235969",40.0,14.024999999999999
25.2,2,30.24,17.64,"48.82752745777257, 2.3723977369189355",20.0,37.8
28.7,4,34.44,20.09,"48.859192412713874, 2.3632050573309638",40.0,21.525000000000002
32.4,1,38.88,22.68,"48.84271125032415, 2.3107774536393966",10.0,97.19999999999999
29.9,2,35.88,20.93,"48.87126549302095, 2.320053028649194",20.0,44.849999999999994
28.1,2,33.72,19.67,"48.86234502354463, 2.376118055918989",20.0,42.15
19.8,3,23.76,13.86,"48.88766108880349, 2.3744682121256666",30.0,19.8
27.3,1,32.76,19.11,"48.8949426537908, 2.321118743705154",10.0,81.9
22.3,3,26.76,15.61,"48.876008290020586, 2.36812301788768",30.0,22.3
20.9,4,25.08,14.63,"48.8379956461218, 2.4331784419569793",40.0,15.674999999999999
19.8,3,23.76,13.86,"48.82752745777257, 2.3723977369189355",30.0,19.8
