ref,piece,max,min,geo_point_2d,surface,price_per_m2
27.0,1,32.4,18.9,"48.8379956461218, 2.4331784419569793",10.0,81.0
25.8,3,31.0,18.1,"48.86910019977125, 2.3394607437483312",30.0,25.8
17.0,4,20.4,11.9,"48.854760283035255, 2.407430328235969",40.0,12.75
28.3,4,34.0,19.8,"48.86647028948414, 2.3570831310567835",40.0,21.225
24.0,1,28.8,16.8,"48.854760283035255, 2.407430328235969",10.0,72.0
18.5,4,22.2,12.95,"48.854760283035255, 2.407430328235969",40.0,13.875
25.4,3,30.5,17.8,"48.86647028948414, 2.3570831310567835",30.0,25.4
23.8,4,28.6,16.7,"48.86371948395739, 2.395272820760115",40.0,17.849999999999998
34.4,1,41.3,24.1,"48.8376230959726, 2.331783822887114",10.0,103.2
16.5,4,19.8,11.55,"48.88766108880349, 2.3744682121256666",40.0,12.375
37.2,1,44.64,26.04,"48.87354738020911, 2.332268868869704",10.0,111.60000000000001
26.1,1,31.32,18.27,"48.894012169582226, 2.3643867790293243",10.0,78.30000000000001
25.9,1,31.08,18.13,"48.87103473909125, 2.406171530151038",10.0,77.69999999999999
31.9,3,38.3,22.3,"48.858514966137854, 2.3164447403399206",30.0,31.9
25.9,1,31.08,18.13,"48.88163816729657, 2.3954401666237373",10.0,77.69999999999999
26.6,3,31.9,18.6,"48.847800629292664, 2.3363388275876775",30.0,26.6
27.0,2,32.4,18.9,"48.87153120058614, 2.3875492398498035",20.0,40.5
28.6,3,34.3,20.0,"48.8490447659431, 2.3457466001872485",30.0,28.6
26.8,1,32.2,18.8,"48.89257777114592, 2.334363089913081",10.0,80.4
23.5,3,28.2,16.5,"48.87361766097465, 2.352282894951218",30.0,23.5
31.8,1,38.2,22.3,"48.82312780567426, 2.352433149542824",10.0,95.4
23.5,3,28.2,16.5,"48.83031704260011, 2.315304931573413",30.0,23.5
34.1,1,40.9,23.9,"48.87126549302095, 2.320053028649194",10.0,102.30000000000001
38.0,1,45.6,26.6,"48.86465997810256, 2.3363089189653063",10.0,114.0
25.1,3,30.1,17.6,"48.84691594405347, 2.374401626479208",30.0,25.1
22.7,3,27.2,15.9,"48.89213818760241, 2.355536163296278",30.0,22.7
21.0,4,25.2,14.7,"48.835209049865114, 2.3862100842120184",40.0,15.75
23.5,3,28.2,16.5,"48.82312780567426, 2.352433149542824",30.0,23.5
25.1,3,30.1,17.6,"48.8949426537908, 2.321118743705154",30.0,25.1
28.6,3,34.3,20.0,"48.868008337402706, 2.3446991274274604",30.0,28.6
22.4,4,26.9,15.7,"48.876008290020586, 2.36812301788768",40.0,16.799999999999997
25.1,4,30.1,17.6,"48.87124465089237, 2.3615036473450113",40.0,18.825000000000003
30.2,2,36.2,21.1,"48.86228910809422, 2.3448988583110166",20.0,45.3
31.5,3,37.8,22.1,"48.87354738020911, 2.332268868869704",30.0,31.5
33.0,2,39.6,23.1,"48.85852137232379, 2.3516669671389687",20.0,49.5
31.1,1,37.3,21.8,"48.83906040108164, 2.2780763469189345",10.0,93.30000000000001
25.2,4,30.2,17.6,"48.86234502354463, 2.376118055918989",40.0,18.9
25.2,4,30.2,17.6,"48.888481513920595, 2.313856169006357",40.0,18.9
25.7,2,30.8,18.0,"48.83429362836976, 2.296919974448867",20.0,38.55
22.4,4,26.9,15.7,"48.89213818760241, 2.355536163296278",40.0,16.799999999999997
33.0,2,39.6,23.1,"48.85438440363996, 2.340035371130514",20.0,49.5
21.1,2,25.3,14.8,"48.894012169582226, 2.3643867790293243",20.0,31.650000000000006
27.5,4,33.0,19.3,"48.88117755028415, 2.289963738115156",40.0,20.625
33.7,3,40.4,23.6,"48.85526326937375, 2.3255876525808024",30.0,33.7
34.2,1,41.0,23.9,"48.85528871996157, 2.3336568680904577",10.0,102.60000000000001
22.4,4,26.9,15.7,"48.84691594405347, 2.374401626479208",40.0,16.799999999999997
27.5,4,33.0,19.3,"48.86388739200144, 2.363123300986952",40.0,20.625
26.7,1,32.0,18.7,"48.894012169582226, 2.3643867790293243",10.0,80.1
30.1,1,36.1,21.1,"48.87153120058614, 2.3875492398498035",10.0,90.30000000000001
36.4,1,43.7,25.5,"48.87354738020911, 2.332268868869704",10.0,109.19999999999999
34.8,1,41.8,24.4,"48.862557245043206, 2.354851518245669",10.0,104.39999999999999
29.2,2,35.0,20.4,"48.86228910809422, 2.3448988583110166",20.0,43.8
32.8,1,39.4,23.0,"48.86647028948414, 2.3570831310567835",10.0,98.39999999999999
26.8,4,32.2,18.8,"48.86910019977125, 2.3394607437483312",40.0,20.1
32.7,1,39.2,22.9,"48.850171655497846, 2.291852642697574",10.0,98.10000000000001
26.4,3,31.7,18.5,"48.87981191977869, 2.3448612910024424",30.0,26.4
26.7,4,32.0,18.7,"48.867074492185395, 2.3086516846814",40.0,20.025
29.0,3,34.8,20.3,"48.86465997810256, 2.3363089189653063",30.0,29.0
17.0,4,20.4,11.9,"48.894012169582226, 2.3643867790293243",40.0,12.75
28.9,1,34.7,20.2,"48.8379956461218, 2.4331784419569793",10.0,86.69999999999999
20.5,3,24.6,14.4,"48.89555577457166, 2.384777229270242",30.0,20.5
30.5,2,36.6,21.4,"48.84271125032415, 2.3107774536393966",20.0,45.75
26.7,2,32.0,18.7,"48.862557245043206, 2.354851518245669",20.0,40.05
33.0,2,39.6,23.1,"48.86465997810256, 2.3363089189653063",20.0,49.5
37.6,1,45.12,26.32,"48.85852137232379, 2.3516669671389687",10.0,112.80000000000001
27.8,3,33.36,19.46,"48.87814767585099, 2.3171746113048903",30.0,27.8
30.0,1,36.0,21.0,"48.88766108880349, 2.3744682121256666",10.0,90.0
26.4,2,31.7,18.5,"48.8379956461218, 2.4331784419569793",20.0,39.599999999999994
32.2,1,38.6,22.5,"48.87361766097465, 2.352282894951218",10.0,96.60000000000001
27.8,3,33.36,19.46,"48.862557245043206, 2.354851518245669",30.0,27.8
35.4,1,42.5,24.8,"48.84766363545046, 2.354093153377686",10.0,106.2
31.2,3,37.44,21.84,"48.85528871996157, 2.3336568680904577",30.0,31.200000000000003
28.1,1,33.72,19.67,"48.835209049865114, 2.3862100842120184",10.0,84.3
24.4,4,29.28,17.08,"48.82665262554388, 2.3264369992249008",40.0,18.3
28.6,3,34.3,20.0,"48.84766363545046, 2.354093153377686",30.0,28.6
36.0,1,43.2,25.2,"48.84168428795317, 2.3438609263160095",10.0,108.0
16.5,4,19.8,11.6,"48.894012169582226, 2.3643867790293243",40.0,12.375
23.8,4,28.6,16.7,"48.89257777114592, 2.334363089913081",40.0,17.849999999999998
24.9,4,29.9,17.4,"48.86234502354463, 2.376118055918989",40.0,18.674999999999997
21.1,2,25.3,14.8,"48.88163816729657, 2.3954401666237373",20.0,31.650000000000006
32.7,1,39.2,22.9,"48.86843361445447, 2.2916790427412166",10.0,98.10000000000001
25.1,4,30.1,17.6,"48.86740319007272, 2.3729648249267643",40.0,18.825000000000003
36.4,1,43.7,25.5,"48.847800629292664, 2.3363388275876775",10.0,109.19999999999999
23.7,4,28.4,16.6,"48.84194019337512, 2.356893889624744",40.0,17.775000000000002
27.0,2,32.4,18.9,"48.84168428795317, 2.3438609263160095",20.0,40.5
24.9,3,29.9,17.4,"48.83373367612219, 2.3476730460658106",30.0,24.9
31.0,2,37.2,21.7,"48.87126549302095, 2.320053028649194",20.0,46.5
27.0,1,32.4,18.9,"48.87863907572485, 2.380127281829295",10.0,81.0
26.7,2,32.0,18.7,"48.859192412713874, 2.3632050573309638",20.0,40.05
26.7,1,32.0,18.7,"48.854760283035255, 2.407430328235969",10.0,80.1
30.2,2,36.2,21.1,"48.87361766097465, 2.352282894951218",20.0,45.3
24.2,4,29.0,16.9,"48.87361766097465, 2.352282894951218",40.0,18.15
36.8,1,44.2,25.8,"48.8671501183107, 2.3500801904088187",10.0,110.39999999999999
23.1,3,27.7,16.2,"48.876008290020586, 2.36812301788768",30.0,23.1
30.6,2,36.7,21.4,"48.88073523727109, 2.35747081044636",20.0,45.9
23.0,3,27.6,16.1,"48.83031704260011, 2.315304931573413",30.0,23.0
24.7,1,29.6,17.3,"48.854760283035255, 2.407430328235969",10.0,74.1
28.9,4,34.68,20.23,"48.86388739200144, 2.363123300986952",40.0,21.674999999999997
30.6,4,36.7,21.4,"48.85528871996157, 2.3336568680904577",40.0,22.95
30.7,1,36.84,21.49,"48.86234502354463, 2.376118055918989",10.0,92.1
28.2,4,33.84,19.74,"48.84642759400415, 2.327356878234607",40.0,21.15
27.7,1,33.2,19.4,"48.85706404083103, 2.380364061726767",10.0,83.1
25.7,2,30.84,17.99,"48.88073523727109, 2.35747081044636",20.0,38.55
31.8,3,38.16,22.26,"48.858514966137854, 2.3164447403399206",30.0,31.8
30.3,2,36.36,21.21,"48.84271125032415, 2.3107774536393966",20.0,45.45
26.7,4,32.0,18.7,"48.847800629292664, 2.3363388275876775",40.0,20.025
25.5,3,30.6,17.85,"48.89166759106752, 2.3459787545931863",30.0,25.5
23.4,3,28.1,16.4,"48.86371948395739, 2.395272820760115",30.0,23.4
25.9,2,31.1,18.1,"48.894012169582226, 2.3643867790293243",20.0,38.849999999999994
27.3,4,32.76,19.11,"48.88504369140323, 2.302909824651906",40.0,20.475
27.7,2,33.2,19.4,"48.89257777114592, 2.334363089913081",20.0,41.55
26.6,3,31.9,18.6,"48.86465997810256, 2.3363089189653063",30.0,26.6
29.4,1,35.28,20.58,"48.89257777114592, 2.334363089913081",10.0,88.2
28.4,1,34.1,19.9,"48.88766108880349, 2.3744682121256666",10.0,85.19999999999999
26.4,4,31.68,18.48,"48.84168428795317, 2.3438609263160095",40.0,19.799999999999997
27.0,3,32.4,18.9,"48.83429362836976, 2.296919974448867",30.0,27.0
23.9,4,28.68,16.73,"48.87993433878255, 2.3328501965554715",40.0,17.924999999999997
24.7,3,29.6,17.3,"48.84194019337512, 2.356893889624744",30.0,24.7
33.3,1,39.96,23.31,"48.83740588522813, 2.3633186351497177",10.0,99.89999999999999
29.0,3,34.8,20.3,"48.87126549302095, 2.320053028649194",30.0,29.0
25.0,3,30.0,17.5,"48.89257777114592, 2.334363089913081",30.0,25.0
25.9,2,31.1,18.1,"48.873934691758095, 2.343252579473346",20.0,38.849999999999994
25.1,4,30.1,17.6,"48.85706404083103, 2.380364061726767",40.0,18.825000000000003
18.4,4,22.1,12.9,"48.88163816729657, 2.3954401666237373",40.0,13.799999999999999
24.2,2,29.0,16.9,"48.83429362836976, 2.296919974448867",20.0,36.3
29.8,4,35.8,20.9,"48.852895586218004, 2.3527750121216795",40.0,22.35
26.2,4,31.44,18.34,"48.862557245043206, 2.354851518245669",40.0,19.650000000000002
25.9,2,31.1,18.1,"48.87103473909125, 2.406171530151038",20.0,38.849999999999994
27.2,4,32.6,19.0,"48.84642759400415, 2.327356878234607",40.0,20.4
26.1,2,31.3,18.3,"48.82312780567426, 2.352433149542824",20.0,39.150000000000006
31.0,1,37.2,21.7,"48.867074492185395, 2.3086516846814",10.0,93.0
29.6,2,35.5,20.7,"48.871765634282355, 2.2719177404675657",20.0,44.4
34.7,2,41.6,24.3,"48.85035926154756, 2.3110309362657557",20.0,52.050000000000004
26.7,4,32.0,18.7,"48.85438440363996, 2.340035371130514",40.0,20.025
27.8,3,33.4,19.5,"48.85852137232379, 2.3516669671389687",30.0,27.8
30.5,2,36.6,21.4,"48.88504369140323, 2.302909824651906",20.0,45.75
27.6,1,33.1,19.3,"48.823452771575106, 2.337070179863054",10.0,82.80000000000001
27.2,2,32.64,19.04,"48.84766363545046, 2.354093153377686",20.0,40.8
25.8,4,31.0,18.1,"48.852895586218004, 2.3527750121216795",40.0,19.35
25.8,4,31.0,18.1,"48.867074492185395, 2.3086516846814",40.0,19.35
19.7,4,23.6,13.8,"48.87863907572485, 2.380127281829295",40.0,14.775
28.7,2,34.4,20.1,"48.86910019977125, 2.3394607437483312",20.0,43.050000000000004
32.2,1,38.6,22.5,"48.86388739200144, 2.363123300986952",10.0,96.60000000000001
24.9,3,29.9,17.4,"48.873934691758095, 2.343252579473346",30.0,24.9
32.8,1,39.4,23.0,"48.84194019337512, 2.356893889624744",10.0,98.39999999999999
23.8,4,28.6,16.7,"48.87153120058614, 2.3875492398498035",40.0,17.849999999999998
29.8,4,35.8,20.9,"48.867074492185395, 2.3086516846814",40.0,22.35
25.4,3,30.5,17.8,"48.859192412713874, 2.3632050573309638",30.0,25.4
31.7,1,38.04,22.19,"48.868008337402706, 2.3446991274274604",10.0,95.1
29.5,2,35.4,20.7,"48.873934691758095, 2.343252579473346",20.0,44.25
30.1,4,36.1,21.1,"48.867018590627694, 2.328581664931248",40.0,22.575000000000003
22.7,3,27.2,15.9,"48.85706404083103, 2.380364061726767",30.0,22.7
34.8,1,41.8,24.4,"48.8490447659431, 2.3457466001872485",10.0,104.39999999999999
30.4,2,36.5,21.3,"48.852895586218004, 2.3527750121216795",20.0,45.6
35.4,1,42.48,24.78,"48.868008337402706, 2.3446991274274604",10.0,106.2
23.8,4,28.6,16.7,"48.87124465089237, 2.3615036473450113",40.0,17.849999999999998
30.5,2,36.6,21.35,"48.847800629292664, 2.3363388275876775",20.0,45.75
27.9,3,33.48,19.53,"48.85528871996157, 2.3336568680904577",30.0,27.9
28.4,2,34.1,19.9,"48.874135575605415, 2.3041188097211407",20.0,42.599999999999994
25.8,3,31.0,18.1,"48.86388739200144, 2.363123300986952",30.0,25.8
24.8,3,29.76,17.36,"48.867074492185395, 2.3086516846814",30.0,24.8
22.5,3,27.0,15.75,"48.87981191977869, 2.3448612910024424",30.0,22.5
31.5,3,37.8,22.1,"48.85852137232379, 2.3516669671389687",30.0,31.5
32.8,1,39.4,23.0,"48.86910019977125, 2.3394607437483312",10.0,98.39999999999999
24.0,3,28.8,16.8,"48.83740588522813, 2.3633186351497177",30.0,24.0
31.1,2,37.32,21.77,"48.86327454383974, 2.259935831704838",20.0,46.650000000000006
21.6,3,25.92,15.12,"48.85706404083103, 2.380364061726767",30.0,21.6
25.8,3,30.96,18.06,"48.850171655497846, 2.291852642697574",30.0,25.8
26.0,3,31.2,18.2,"48.87126549302095, 2.320053028649194",30.0,26.0
24.1,3,28.92,16.87,"48.89213818760241, 2.355536163296278",30.0,24.1
28.9,1,34.68,20.23,"48.850622342726865, 2.252276907538065",10.0,86.69999999999999
34.5,1,41.4,24.15,"48.84766363545046, 2.354093153377686",10.0,103.5
29.3,2,35.16,20.51,"48.85528871996157, 2.3336568680904577",20.0,43.95
27.7,1,33.24,19.39,"48.86740319007272, 2.3729648249267643",10.0,83.1
21.6,2,25.92,15.12,"48.82752745777257, 2.3723977369189355",20.0,32.400000000000006
22.5,2,27.0,15.75,"48.835209049865114, 2.3862100842120184",20.0,33.75
38.0,1,45.6,26.6,"48.867018590627694, 2.328581664931248",10.0,114.0
26.9,2,32.28,18.83,"48.850622342726865, 2.252276907538065",20.0,40.35
24.8,4,29.76,17.36,"48.83031704260011, 2.315304931573413",40.0,18.6
24.8,3,29.76,17.36,"48.830359242366505, 2.428826815083849",30.0,24.8
32.4,4,38.88,22.68,"48.85035926154756, 2.3110309362657557",40.0,24.299999999999997
26.3,4,31.56,18.41,"48.86465997810256, 2.3363089189653063",40.0,19.724999999999998
29.5,2,35.4,20.65,"48.8376230959726, 2.331783822887114",20.0,44.25
29.1,2,34.92,20.37,"48.86327454383974, 2.259935831704838",20.0,43.650000000000006
25.5,3,30.6,17.85,"48.89257777114592, 2.334363089913081",30.0,25.5
32.1,1,38.52,22.47,"48.862557245043206, 2.354851518245669",10.0,96.3
21.6,4,25.92,15.12,"48.83031704260011, 2.315304931573413",40.0,16.200000000000003
21.8,2,26.16,15.26,"48.894012169582226, 2.3643867790293243",20.0,32.7
24.6,3,29.52,17.22,"48.888481513920595, 2.313856169006357",30.0,24.6
36.0,1,43.2,25.2,"48.86647028948414, 2.3570831310567835",10.0,108.0
29.0,4,34.8,20.3,"48.869306638088744, 2.3334318076581146",40.0,21.75
23.0,3,27.6,16.1,"48.82312780567426, 2.352433149542824",30.0,23.0
28.0,4,33.6,19.6,"48.86843361445447, 2.2916790427412166",40.0,21.0
26.1,4,31.32,18.27,"48.84766363545046, 2.354093153377686",40.0,19.575000000000003
23.9,4,28.68,16.73,"48.835209049865114, 2.3862100842120184",40.0,17.924999999999997
27.2,3,32.64,19.04,"48.82665262554388, 2.3264369992249008",30.0,27.2
27.9,4,33.48,19.53,"48.85571865089275, 2.358162333852766",40.0,20.925
34.7,4,41.64,24.29,"48.858514966137854, 2.3164447403399206",40.0,26.025000000000002
29.5,4,35.4,20.65,"48.851585175021285, 2.3647679538731117",40.0,22.125
26.4,2,31.68,18.48,"48.862557245043206, 2.354851518245669",20.0,39.599999999999994
29.7,1,35.64,20.79,"48.84691594405347, 2.374401626479208",10.0,89.1
31.3,2,37.56,21.91,"48.85829990387876, 2.3015415556941874",20.0,46.949999999999996
27.9,4,33.48,19.53,"48.86388739200144, 2.363123300986952",40.0,20.925
32.9,1,39.48,23.03,"48.888481513920595, 2.313856169006357",10.0,98.7
24.3,4,29.16,17.01,"48.86740319007272, 2.3729648249267643",40.0,18.225
25.0,3,30.0,17.5,"48.89166759106752, 2.3459787545931863",30.0,25.0
24.6,3,29.52,17.22,"48.83740588522813, 2.3633186351497177",30.0,24.6
29.0,4,34.8,20.3,"48.85852137232379, 2.3516669671389687",40.0,21.75
27.5,1,33.0,19.25,"48.82752745777257, 2.3723977369189355",10.0,82.5
30.3,1,36.36,21.21,"48.850622342726865, 2.252276907538065",10.0,90.9
31.0,2,37.2,21.7,"48.867018590627694, 2.328581664931248",20.0,46.5
29.1,3,34.92,20.37,"48.85035926154756, 2.3110309362657557",30.0,29.1
25.5,3,30.6,17.85,"48.83740588522813, 2.3633186351497177",30.0,25.5
27.0,1,32.4,18.9,"48.89257777114592, 2.334363089913081",10.0,81.0
31.7,1,38.04,22.19,"48.86647028948414, 2.3570831310567835",10.0,95.1
26.2,2,31.44,18.34,"48.850622342726865, 2.252276907538065",20.0,39.300000000000004
26.7,2,32.04,18.69,"48.84271125032415, 2.3107774536393966",20.0,40.05
27.9,3,33.48,19.53,"48.847800629292664, 2.3363388275876775",30.0,27.9
29.5,4,35.4,20.65,"48.86065013520993, 2.3349103292801994",40.0,22.125
30.5,2,36.6,21.35,"48.85829990387876, 2.3015415556941874",20.0,45.75
28.5,2,34.2,19.95,"48.83373367612219, 2.3476730460658106",20.0,42.75
34.5,1,41.4,24.15,"48.85571865089275, 2.358162333852766",10.0,103.5
31.7,1,38.04,22.19,"48.862557245043206, 2.354851518245669",10.0,95.1
29.0,4,34.8,20.3,"48.874135575605415, 2.3041188097211407",40.0,21.75
29.0,4,34.8,20.3,"48.86065013520993, 2.3349103292801994",40.0,21.75
27.5,3,33.0,19.25,"48.862557245043206, 2.354851518245669",30.0,27.5
28.5,3,34.2,19.95,"48.84271125032415, 2.3107774536393966",30.0,28.5
23.6,2,28.32,16.52,"48.835209049865114, 2.3862100842120184",20.0,35.400000000000006
28.7,4,34.44,20.09,"48.8671501183107, 2.3500801904088187",40.0,21.525000000000002
27.2,2,32.64,19.04,"48.86910019977125, 2.3394607437483312",20.0,40.8
25.1,4,30.12,17.57,"48.86910019977125, 2.3394607437483312",40.0,18.825000000000003
26.2,3,31.44,18.34,"48.85438440363996, 2.340035371130514",30.0,26.2
27.9,3,33.48,19.53,"48.85438440363996, 2.340035371130514",30.0,27.9
26.0,2,31.2,18.2,"48.84168428795317, 2.3438609263160095",20.0,39.0
26.2,3,31.44,18.34,"48.823452771575106, 2.337070179863054",30.0,26.2
24.6,3,29.52,17.22,"48.84766363545046, 2.354093153377686",30.0,24.6
23.1,4,27.72,16.17,"48.89257777114592, 2.334363089913081",40.0,17.325
25.2,4,30.24,17.64,"48.874135575605415, 2.3041188097211407",40.0,18.9
32.4,2,38.9,22.7,"48.8671501183107, 2.3500801904088187",20.0,48.599999999999994
32.2,1,38.64,22.54,"48.87153120058614, 2.3875492398498035",10.0,96.60000000000001
28.5,3,34.2,19.95,"48.85438440363996, 2.340035371130514",30.0,28.5
29.3,1,35.16,20.51,"48.876008290020586, 2.36812301788768",10.0,87.9
30.5,2,36.6,21.35,"48.86465997810256, 2.3363089189653063",20.0,45.75
26.1,4,31.32,18.27,"48.87126549302095, 2.320053028649194",40.0,19.575000000000003
29.6,2,35.52,20.72,"48.86327454383974, 2.259935831704838",20.0,44.4
26.3,4,31.56,18.41,"48.83740588522813, 2.3633186351497177",40.0,19.724999999999998
26.4,4,31.68,18.48,"48.862557245043206, 2.354851518245669",40.0,19.799999999999997
16.3,4,19.56,11.41,"48.82752745777257, 2.3723977369189355",40.0,12.225000000000001
30.9,1,37.08,21.63,"48.88504369140323, 2.302909824651906",10.0,92.69999999999999
36.6,1,43.92,25.62,"48.85035926154756, 2.3110309362657557",10.0,109.80000000000001
32.5,2,39.0,22.8,"48.87126549302095, 2.320053028649194",20.0,48.75
27.0,3,32.4,18.9,"48.84168428795317, 2.3438609263160095",30.0,27.0
25.8,3,31.0,18.1,"48.87993433878255, 2.3328501965554715",30.0,25.8
24.7,4,29.6,17.3,"48.85209650697998, 2.3887648336025635",40.0,18.525
25.9,4,31.1,18.1,"48.82665262554388, 2.3264369992249008",40.0,19.424999999999997
29.3,4,35.2,20.5,"48.86327454383974, 2.259935831704838",40.0,21.975
25.8,2,31.0,18.1,"48.87124465089237, 2.3615036473450113",20.0,38.7
26.7,2,32.0,18.7,"48.894012169582226, 2.3643867790293243",20.0,40.05
31.9,1,38.3,22.3,"48.88117755028415, 2.289963738115156",10.0,95.7
29.1,1,34.9,20.4,"48.88766108880349, 2.3744682121256666",10.0,87.30000000000001
21.0,4,25.2,14.7,"48.88766108880349, 2.3744682121256666",40.0,15.75
27.6,2,33.1,19.3,"48.86388739200144, 2.363123300986952",20.0,41.400000000000006
31.7,3,38.0,22.2,"48.85829990387876, 2.3015415556941874",30.0,31.7
25.9,4,31.1,18.1,"48.888481513920595, 2.313856169006357",40.0,19.424999999999997
39.4,1,47.3,27.6,"48.84642759400415, 2.327356878234607",10.0,118.2
31.7,3,38.0,22.2,"48.858514966137854, 2.3164447403399206",30.0,31.7
27.9,3,33.5,19.5,"48.8376230959726, 2.331783822887114",30.0,27.9
28.0,2,33.6,19.6,"48.89166759106752, 2.3459787545931863",20.0,42.0
35.1,2,42.1,24.6,"48.858514966137854, 2.3164447403399206",20.0,52.650000000000006
24.9,3,29.9,17.4,"48.888481513920595, 2.313856169006357",30.0,24.9
27.9,3,33.5,19.5,"48.86228910809422, 2.3448988583110166",30.0,27.9
27.0,3,32.4,18.9,"48.868008337402706, 2.3446991274274604",30.0,27.0
34.9,4,41.9,24.4,"48.84642759400415, 2.327356878234607",40.0,26.174999999999997
26.8,4,32.2,18.8,"48.88504369140323, 2.302909824651906",40.0,20.1
26.6,3,31.9,18.6,"48.83429362836976, 2.296919974448867",30.0,26.6
30.6,2,36.7,21.4,"48.8376230959726, 2.331783822887114",20.0,45.9
31.0,3,37.2,21.7,"48.86327454383974, 2.259935831704838",30.0,31.000000000000004
32.3,3,38.8,22.6,"48.851585175021285, 2.3647679538731117",30.0,32.3
23.1,4,27.7,16.2,"48.830359242366505, 2.428826815083849",40.0,17.325
29.9,1,35.9,20.9,"48.83429362836976, 2.296919974448867",10.0,89.69999999999999
32.5,2,39.0,22.8,"48.851585175021285, 2.3647679538731117",20.0,48.75
35.3,1,42.4,24.7,"48.82312780567426, 2.352433149542824",10.0,105.89999999999999
28.6,4,34.3,20.0,"48.84168428795317, 2.3438609263160095",40.0,21.450000000000003
24.6,2,29.5,17.2,"48.88163816729657, 2.3954401666237373",20.0,36.9
26.6,2,31.9,18.6,"48.83740588522813, 2.3633186351497177",20.0,39.900000000000006
35.6,1,42.7,24.9,"48.862557245043206, 2.354851518245669",10.0,106.8
32.5,2,39.0,22.8,"48.87354738020911, 2.332268868869704",20.0,48.75
27.0,3,32.4,18.9,"48.859192412713874, 2.3632050573309638",30.0,27.0
27.4,3,32.9,19.2,"48.89213818760241, 2.355536163296278",30.0,27.4
28.2,2,33.8,19.7,"48.83906040108164, 2.2780763469189345",20.0,42.3
22.9,3,27.5,16.0,"48.876008290020586, 2.36812301788768",30.0,22.9
32.3,3,38.8,22.6,"48.86465997810256, 2.3363089189653063",30.0,32.3
