ref,piece,max,min,geo_point_2d,surface,price_per_m2,district
33.4,1,40.08,23.38,"48.871765634282355, 2.2719177404675657",10.0,100.19999999999999,16
26.3,4,31.56,18.41,"48.85528871996157, 2.3336568680904577",40.0,19.724999999999998,6
24.4,4,29.3,17.1,"48.85209650697998, 2.3887648336025635",40.0,18.3,11
22.3,4,26.8,15.6,"48.88766108880349, 2.3744682121256666",40.0,16.725,19
27.8,2,33.36,19.46,"48.84691594405347, 2.374401626479208",20.0,41.7,12
26.3,3,31.56,18.41,"48.87981191977869, 2.3448612910024424",30.0,26.3,9
19.2,4,23.0,13.4,"48.86371948395739, 2.395272820760115",40.0,14.399999999999999,20
29.9,2,35.9,20.9,"48.87354738020911, 2.332268868869704",20.0,44.849999999999994,9
30.1,2,36.1,21.1,"48.852895586218004, 2.3527750121216795",20.0,45.150000000000006,4
21.2,3,25.44,14.84,"48.894012169582226, 2.3643867790293243",30.0,21.2,18
23.3,4,27.96,16.31,"48.8949426537908, 2.321118743705154",40.0,17.475,17
29.7,1,35.6,20.8,"48.8376230959726, 2.331783822887114",10.0,89.1,14
23.2,3,27.84,16.24,"48.89555577457166, 2.384777229270242",30.0,23.2,19
26.0,2,31.2,18.2,"48.862557245043206, 2.354851518245669",20.0,39.0,3
31.5,2,37.8,22.1,"48.851585175021285, 2.3647679538731117",20.0,47.25,4
22.5,3,27.0,15.75,"48.83373367612219, 2.3476730460658106",30.0,22.5,13
27.7,2,33.2,19.4,"48.87814767585099, 2.3171746113048903",20.0,41.55,8
25.8,3,31.0,18.1,"48.82665262554388, 2.3264369992249008",30.0,25.8,14
28.5,2,34.2,19.95,"48.87981191977869, 2.3448612910024424",20.0,42.75,9
25.3,3,30.4,17.7,"48.89166759106752, 2.3459787545931863",30.0,25.3,18
22.3,4,26.8,15.6,"48.87103473909125, 2.406171530151038",40.0,16.725,20
27.8,1,33.36,19.46,"48.87863907572485, 2.380127281829295",10.0,83.4,19
37.2,1,44.64,26.04,"48.85438440363996, 2.340035371130514",10.0,111.60000000000001,6
21.9,3,26.3,15.3,"48.89213818760241, 2.355536163296278",30.0,21.9,18
27.9,1,33.48,19.53,"48.84194019337512, 2.356893889624744",10.0,83.7,5
24.3,4,29.16,17.01,"48.87981191977869, 2.3448612910024424",40.0,18.225,9
30.9,3,37.08,21.63,"48.847800629292664, 2.3363388275876775",30.0,30.900000000000002,6
27.2,4,32.6,19.0,"48.86327454383974, 2.259935831704838",40.0,20.4,16
25.9,2,31.1,18.1,"48.830359242366505, 2.428826815083849",20.0,38.849999999999994,12
20.9,4,25.08,14.63,"48.87863907572485, 2.380127281829295",40.0,15.674999999999999,19
20.0,3,24.0,14.0,"48.8379956461218, 2.4331784419569793",30.0,20.0,12
29.7,1,35.64,20.79,"48.87103473909125, 2.406171530151038",10.0,89.1,20
33.8,1,40.56,23.66,"48.84168428795317, 2.3438609263160095",10.0,101.39999999999999,5
25.1,3,30.1,17.6,"48.86065013520993, 2.3349103292801994",30.0,25.1,1
27.2,2,32.6,19.0,"48.823452771575106, 2.337070179863054",20.0,40.8,14
29.0,4,34.8,20.3,"48.869306638088744, 2.3334318076581146",40.0,21.75,2
27.8,3,33.4,19.5,"48.88504369140323, 2.302909824651906",30.0,27.8,17
25.0,2,30.0,17.5,"48.873934691758095, 2.343252579473346",20.0,37.5,9
27.5,3,33.0,19.25,"48.87814767585099, 2.3171746113048903",30.0,27.5,8
27.8,3,33.4,19.5,"48.868008337402706, 2.3446991274274604",30.0,27.8,2
31.5,2,37.8,22.1,"48.84642759400415, 2.327356878234607",20.0,47.25,6
23.0,4,27.6,16.1,"48.83373367612219, 2.3476730460658106",40.0,17.25,13
26.2,3,31.44,18.34,"48.86740319007272, 2.3729648249267643",30.0,26.2,11
29.0,2,34.8,20.3,"48.88117755028415, 2.289963738115156",20.0,43.5,17
24.1,3,28.92,16.87,"48.85706404083103, 2.380364061726767",30.0,24.1,11
27.0,3,32.4,18.9,"48.8376230959726, 2.331783822887114",30.0,27.0,14
25.9,3,31.08,18.13,"48.83031704260011, 2.315304931573413",30.0,25.9,14
26.8,3,32.2,18.8,"48.88117755028415, 2.289963738115156",30.0,26.8,17
28.0,2,33.6,19.6,"48.82665262554388, 2.3264369992249008",20.0,42.0,14
24.1,4,28.92,16.87,"48.88073523727109, 2.35747081044636",40.0,18.075000000000003,10
24.2,4,29.04,16.94,"48.87124465089237, 2.3615036473450113",40.0,18.15,10
28.7,4,34.4,20.1,"48.85528871996157, 2.3336568680904577",40.0,21.525000000000002,6
27.3,1,32.76,19.11,"48.876008290020586, 2.36812301788768",10.0,81.9,10
35.7,1,42.84,24.99,"48.847800629292664, 2.3363388275876775",10.0,107.10000000000001,6
29.3,4,35.2,20.5,"48.84766363545046, 2.354093153377686",40.0,21.975,5
28.5,3,34.2,19.95,"48.88117755028415, 2.289963738115156",30.0,28.5,17
24.2,2,29.0,16.9,"48.87103473909125, 2.406171530151038",20.0,36.3,20
31.8,2,38.16,22.26,"48.868008337402706, 2.3446991274274604",20.0,47.7,2
23.4,3,28.1,16.4,"48.87863907572485, 2.380127281829295",30.0,23.4,19
32.5,1,39.0,22.75,"48.86327454383974, 2.259935831704838",10.0,97.5,16
33.6,2,40.32,23.52,"48.858514966137854, 2.3164447403399206",20.0,50.400000000000006,7
26.7,3,32.0,18.7,"48.87153120058614, 2.3875492398498035",30.0,26.7,20
27.0,1,32.4,18.9,"48.8379956461218, 2.4331784419569793",10.0,81.0,12
30.4,2,36.5,21.3,"48.85528871996157, 2.3336568680904577",20.0,45.6,6
24.3,4,29.16,17.01,"48.850171655497846, 2.291852642697574",40.0,18.225,15
17.0,4,20.4,11.9,"48.88766108880349, 2.3744682121256666",40.0,12.75,19
23.2,4,27.84,16.24,"48.87981191977869, 2.3448612910024424",40.0,17.4,9
20.8,3,25.0,14.6,"48.830359242366505, 2.428826815083849",30.0,20.8,12
20.7,3,24.84,14.49,"48.89257777114592, 2.334363089913081",30.0,20.7,18
32.8,1,39.4,23.0,"48.8671501183107, 2.3500801904088187",10.0,98.39999999999999,2
35.4,1,42.48,24.78,"48.862557245043206, 2.354851518245669",10.0,106.2,3
31.7,1,38.04,22.19,"48.873934691758095, 2.343252579473346",10.0,95.1,9
32.9,2,39.5,23.0,"48.84642759400415, 2.327356878234607",20.0,49.35,6
28.8,1,34.6,20.2,"48.84194019337512, 2.356893889624744",10.0,86.39999999999999,5
24.3,4,29.16,17.01,"48.823452771575106, 2.337070179863054",40.0,18.225,14
29.2,3,35.0,20.4,"48.8671501183107, 2.3500801904088187",30.0,29.2,2
25.9,4,31.1,18.1,"48.84194019337512, 2.356893889624744",40.0,19.424999999999997,5
27.1,3,32.5,19.0,"48.850622342726865, 2.252276907538065",30.0,27.1,16
26.6,4,31.92,18.62,"48.888481513920595, 2.313856169006357",40.0,19.950000000000003,17
26.0,4,31.2,18.2,"48.88504369140323, 2.302909824651906",40.0,19.5,17
23.4,3,28.1,16.4,"48.83031704260011, 2.315304931573413",30.0,23.4,14
29.8,4,35.8,20.9,"48.867074492185395, 2.3086516846814",40.0,22.35,8
28.3,4,34.0,19.8,"48.84168428795317, 2.3438609263160095",40.0,21.225,5
22.4,3,26.9,15.7,"48.85706404083103, 2.380364061726767",30.0,22.4,11
28.1,1,33.72,19.67,"48.83429362836976, 2.296919974448867",10.0,84.3,15
24.2,2,29.0,16.9,"48.88163816729657, 2.3954401666237373",20.0,36.3,19
24.4,4,29.28,17.08,"48.86234502354463, 2.376118055918989",40.0,18.3,11
29.3,4,35.2,20.5,"48.86388739200144, 2.363123300986952",40.0,21.975,3
29.5,4,35.4,20.65,"48.85852137232379, 2.3516669671389687",40.0,22.125,4
26.7,2,32.0,18.7,"48.84194019337512, 2.356893889624744",20.0,40.05,5
24.9,4,29.9,17.4,"48.85209650697998, 2.3887648336025635",40.0,18.674999999999997,11
33.8,1,40.56,23.66,"48.87993433878255, 2.3328501965554715",10.0,101.39999999999999,9
31.8,1,38.16,22.26,"48.87993433878255, 2.3328501965554715",10.0,95.4,9
32.7,1,39.24,22.89,"48.84271125032415, 2.3107774536393966",10.0,98.10000000000001,15
25.2,2,30.24,17.64,"48.85209650697998, 2.3887648336025635",20.0,37.8,11
27.3,2,32.8,19.1,"48.85209650697998, 2.3887648336025635",20.0,40.95,11
25.0,3,30.0,17.5,"48.830359242366505, 2.428826815083849",30.0,25.0,12
32.2,2,38.6,22.5,"48.87814767585099, 2.3171746113048903",20.0,48.300000000000004,8
29.7,1,35.64,20.79,"48.8949426537908, 2.321118743705154",10.0,89.1,17
28.8,1,34.56,20.16,"48.835209049865114, 2.3862100842120184",10.0,86.39999999999999,12
25.2,3,30.2,17.6,"48.82312780567426, 2.352433149542824",30.0,25.2,13
24.3,4,29.16,17.01,"48.86740319007272, 2.3729648249267643",40.0,18.225,11
32.2,2,38.6,22.5,"48.86843361445447, 2.2916790427412166",20.0,48.300000000000004,16
24.2,4,29.0,16.9,"48.86228910809422, 2.3448988583110166",40.0,18.15,1
32.9,1,39.5,23.0,"48.823452771575106, 2.337070179863054",10.0,98.7,14
29.5,2,35.4,20.7,"48.8376230959726, 2.331783822887114",20.0,44.25,14
32.1,1,38.52,22.47,"48.852895586218004, 2.3527750121216795",10.0,96.3,4
31.3,1,37.6,21.9,"48.88117755028415, 2.289963738115156",10.0,93.89999999999999,17
21.0,4,25.2,14.7,"48.8379956461218, 2.4331784419569793",40.0,15.75,12
31.7,1,38.04,22.19,"48.87981191977869, 2.3448612910024424",10.0,95.1,9
36.7,1,44.0,25.7,"48.84642759400415, 2.327356878234607",10.0,110.10000000000001,6
22.2,4,26.64,15.54,"48.86740319007272, 2.3729648249267643",40.0,16.65,11
22.4,4,26.9,15.7,"48.8949426537908, 2.321118743705154",40.0,16.799999999999997,17
34.8,1,41.8,24.4,"48.84168428795317, 2.3438609263160095",10.0,104.39999999999999,5
27.5,4,33.0,19.3,"48.862557245043206, 2.354851518245669",40.0,20.625,3
28.1,2,33.7,19.7,"48.87124465089237, 2.3615036473450113",20.0,42.15,10
16.2,4,19.44,11.34,"48.89555577457166, 2.384777229270242",40.0,12.149999999999999,19
29.8,4,35.8,20.9,"48.874135575605415, 2.3041188097211407",40.0,22.35,8
29.1,3,34.92,20.37,"48.85526326937375, 2.3255876525808024",30.0,29.1,7
26.0,2,31.2,18.2,"48.859192412713874, 2.3632050573309638",20.0,39.0,3
34.2,1,41.0,23.9,"48.85438440363996, 2.340035371130514",10.0,102.60000000000001,6
28.3,4,34.0,19.8,"48.859192412713874, 2.3632050573309638",40.0,21.225,3
28.8,2,34.56,20.16,"48.87361766097465, 2.352282894951218",20.0,43.199999999999996,10
25.2,4,30.2,17.6,"48.89257777114592, 2.334363089913081",40.0,18.9,18
29.6,3,35.5,20.7,"48.852895586218004, 2.3527750121216795",30.0,29.6,4
26.2,2,31.44,18.34,"48.84691594405347, 2.374401626479208",20.0,39.300000000000004,12
26.3,2,31.56,18.41,"48.876008290020586, 2.36812301788768",20.0,39.449999999999996,10
27.0,3,32.4,18.9,"48.87361766097465, 2.352282894951218",30.0,27.0,10
32.2,4,38.64,22.54,"48.858514966137854, 2.3164447403399206",40.0,24.150000000000002,7
27.5,3,33.0,19.25,"48.85571865089275, 2.358162333852766",30.0,27.5,4
34.5,1,41.4,24.15,"48.8490447659431, 2.3457466001872485",10.0,103.5,5
19.2,3,23.04,13.44,"48.89555577457166, 2.384777229270242",30.0,19.2,19
26.3,3,31.56,18.41,"48.87124465089237, 2.3615036473450113",30.0,26.3,10
26.2,3,31.44,18.34,"48.847800629292664, 2.3363388275876775",30.0,26.2,6
24.3,4,29.16,17.01,"48.85706404083103, 2.380364061726767",40.0,18.225,11
25.2,2,30.24,17.64,"48.82665262554388, 2.3264369992249008",20.0,37.8,14
24.6,3,29.52,17.22,"48.87124465089237, 2.3615036473450113",30.0,24.6,10
25.5,2,30.6,17.85,"48.894012169582226, 2.3643867790293243",20.0,38.25,18
21.8,4,26.16,15.26,"48.89213818760241, 2.355536163296278",40.0,16.35,18
36.6,1,43.92,25.62,"48.85526326937375, 2.3255876525808024",10.0,109.80000000000001,7
26.4,2,31.68,18.48,"48.8490447659431, 2.3457466001872485",20.0,39.599999999999994,5
34.7,4,41.64,24.29,"48.85526326937375, 2.3255876525808024",40.0,26.025000000000002,7
31.8,1,38.16,22.26,"48.83373367612219, 2.3476730460658106",10.0,95.4,13
25.8,3,30.96,18.06,"48.850622342726865, 2.252276907538065",30.0,25.8,16
21.8,4,26.16,15.26,"48.86740319007272, 2.3729648249267643",40.0,16.35,11
25.2,2,30.24,17.64,"48.86234502354463, 2.376118055918989",20.0,37.8,11
23.9,2,28.68,16.73,"48.86371948395739, 2.395272820760115",20.0,35.849999999999994,20
32.4,4,38.88,22.68,"48.84642759400415, 2.327356878234607",40.0,24.299999999999997,6
32.9,1,39.48,23.03,"48.87354738020911, 2.332268868869704",10.0,98.7,9
28.7,4,34.4,20.1,"48.871765634282355, 2.2719177404675657",40.0,21.525000000000002,16
26.0,3,31.2,18.2,"48.868008337402706, 2.3446991274274604",30.0,26.0,2
27.6,2,33.1,19.3,"48.84766363545046, 2.354093153377686",20.0,41.400000000000006,5
31.7,2,38.0,22.2,"48.86327454383974, 2.259935831704838",20.0,47.55,16
29.0,2,34.8,20.3,"48.83906040108164, 2.2780763469189345",20.0,43.5,15
21.1,4,25.3,14.8,"48.835209049865114, 2.3862100842120184",40.0,15.825000000000003,12
29.3,3,35.2,20.5,"48.84168428795317, 2.3438609263160095",30.0,29.3,5
27.1,3,32.5,19.0,"48.87354738020911, 2.332268868869704",30.0,27.1,9
35.5,1,42.6,24.9,"48.86228910809422, 2.3448988583110166",10.0,106.5,1
21.0,4,25.2,14.7,"48.87103473909125, 2.406171530151038",40.0,15.75,20
28.0,4,33.6,19.6,"48.850171655497846, 2.291852642697574",40.0,21.0,15
22.6,4,27.1,15.8,"48.876008290020586, 2.36812301788768",40.0,16.950000000000003,10
29.8,1,35.8,20.9,"48.83740588522813, 2.3633186351497177",10.0,89.4,13
33.7,1,40.4,23.6,"48.84766363545046, 2.354093153377686",10.0,101.10000000000001,5
26.0,4,31.2,18.2,"48.85706404083103, 2.380364061726767",40.0,19.5,11
22.9,4,27.5,16.0,"48.86371948395739, 2.395272820760115",40.0,17.175,20
30.1,4,36.1,21.1,"48.851585175021285, 2.3647679538731117",40.0,22.575000000000003,4
33.5,1,40.2,23.4,"48.850622342726865, 2.252276907538065",10.0,100.5,16
25.1,4,30.1,17.6,"48.88073523727109, 2.35747081044636",40.0,18.825000000000003,10
30.2,2,36.2,21.1,"48.87993433878255, 2.3328501965554715",20.0,45.3,9
25.8,4,31.0,18.1,"48.84194019337512, 2.356893889624744",40.0,19.35,5
25.9,3,31.1,18.1,"48.85852137232379, 2.3516669671389687",30.0,25.9,4
29.2,1,35.0,20.4,"48.89213818760241, 2.355536163296278",10.0,87.6,18
31.1,1,37.3,21.8,"48.854760283035255, 2.407430328235969",10.0,93.30000000000001,20
39.4,1,47.3,27.6,"48.85035926154756, 2.3110309362657557",10.0,118.2,7
30.1,2,36.1,21.1,"48.82312780567426, 2.352433149542824",20.0,45.150000000000006,13
30.1,4,36.1,21.1,"48.867074492185395, 2.3086516846814",40.0,22.575000000000003,8
29.1,1,34.9,20.4,"48.894012169582226, 2.3643867790293243",10.0,87.30000000000001,18
24.1,3,28.9,16.9,"48.8376230959726, 2.331783822887114",30.0,24.1,14
23.4,4,28.1,16.4,"48.89555577457166, 2.384777229270242",40.0,17.549999999999997,19
30.6,4,36.7,21.4,"48.85438440363996, 2.340035371130514",40.0,22.95,6
23.1,2,27.7,16.2,"48.89555577457166, 2.384777229270242",20.0,34.65,19
25.8,3,31.0,18.1,"48.8376230959726, 2.331783822887114",30.0,25.8,14
22.3,3,26.8,15.6,"48.83429362836976, 2.296919974448867",30.0,22.3,15
33.5,1,40.2,23.4,"48.83906040108164, 2.2780763469189345",10.0,100.5,15
32.4,3,38.9,22.7,"48.85526326937375, 2.3255876525808024",30.0,32.4,7
25.9,4,31.08,18.13,"48.86065013520993, 2.3349103292801994",40.0,19.424999999999997,1
31.6,1,37.92,22.12,"48.86228910809422, 2.3448988583110166",10.0,94.80000000000001,1
30.2,2,36.24,21.14,"48.869306638088744, 2.3334318076581146",20.0,45.3,2
28.7,4,34.4,20.1,"48.86843361445447, 2.2916790427412166",40.0,21.525000000000002,16
28.9,4,34.68,20.23,"48.869306638088744, 2.3334318076581146",40.0,21.674999999999997,2
27.7,3,33.24,19.39,"48.869306638088744, 2.3334318076581146",30.0,27.7,2
28.0,2,33.6,19.6,"48.830359242366505, 2.428826815083849",20.0,42.0,12
26.0,3,31.2,18.2,"48.868008337402706, 2.3446991274274604",30.0,26.0,2
33.6,1,40.3,23.5,"48.871765634282355, 2.2719177404675657",10.0,100.80000000000001,16
32.1,1,38.52,22.47,"48.8671501183107, 2.3500801904088187",10.0,96.3,2
33.7,1,40.44,23.59,"48.8671501183107, 2.3500801904088187",10.0,101.10000000000001,2
30.6,4,36.7,21.4,"48.86065013520993, 2.3349103292801994",40.0,22.95,1
25.9,4,31.1,18.1,"48.83740588522813, 2.3633186351497177",40.0,19.424999999999997,13
30.4,2,36.5,21.3,"48.87361766097465, 2.352282894951218",20.0,45.6,10
30.2,2,36.24,21.14,"48.851585175021285, 2.3647679538731117",20.0,45.3,4
24.5,3,29.4,17.15,"48.851585175021285, 2.3647679538731117",30.0,24.5,4
29.5,4,35.4,20.6,"48.87814767585099, 2.3171746113048903",40.0,22.125,8
30.2,2,36.24,21.14,"48.851585175021285, 2.3647679538731117",20.0,45.3,4
33.3,1,40.0,23.3,"48.85209650697998, 2.3887648336025635",10.0,99.89999999999999,11
27.2,3,32.64,19.04,"48.84168428795317, 2.3438609263160095",30.0,27.2,5
30.1,4,36.1,21.1,"48.868008337402706, 2.3446991274274604",40.0,22.575000000000003,2
34.2,1,41.04,23.94,"48.84766363545046, 2.354093153377686",10.0,102.60000000000001,5
24.7,1,29.6,17.3,"48.88163816729657, 2.3954401666237373",10.0,74.1,19
34.2,1,41.04,23.94,"48.84168428795317, 2.3438609263160095",10.0,102.60000000000001,5
33.7,1,40.4,23.6,"48.87124465089237, 2.3615036473450113",10.0,101.10000000000001,10
33.7,1,40.44,23.59,"48.862557245043206, 2.354851518245669",10.0,101.10000000000001,3
31.1,2,37.3,21.8,"48.847800629292664, 2.3363388275876775",20.0,46.650000000000006,6
31.9,1,38.3,22.3,"48.87981191977869, 2.3448612910024424",10.0,95.7,9
25.7,2,30.84,17.99,"48.85571865089275, 2.358162333852766",20.0,38.55,4
28.7,4,34.4,20.1,"48.87814767585099, 2.3171746113048903",40.0,21.525000000000002,8
28.3,3,33.96,19.81,"48.84168428795317, 2.3438609263160095",30.0,28.3,5
27.1,3,32.5,19.0,"48.852895586218004, 2.3527750121216795",30.0,27.1,4
22.6,4,27.1,15.8,"48.86740319007272, 2.3729648249267643",40.0,16.950000000000003,11
28.7,2,34.44,20.09,"48.862557245043206, 2.354851518245669",20.0,43.050000000000004,3
30.6,4,36.7,21.4,"48.87126549302095, 2.320053028649194",40.0,22.95,8
32.8,1,39.36,22.96,"48.84194019337512, 2.356893889624744",10.0,98.39999999999999,5
27.6,2,33.1,19.3,"48.868008337402706, 2.3446991274274604",20.0,41.400000000000006,2
30.2,2,36.24,21.14,"48.85852137232379, 2.3516669671389687",20.0,45.3,4
24.1,3,28.9,16.9,"48.873934691758095, 2.343252579473346",30.0,24.1,9
33.6,1,40.3,23.5,"48.86843361445447, 2.2916790427412166",10.0,100.80000000000001,16
28.6,2,34.32,20.02,"48.847800629292664, 2.3363388275876775",20.0,42.900000000000006,6
31.1,2,37.3,21.8,"48.87354738020911, 2.332268868869704",20.0,46.650000000000006,9
24.7,1,29.6,17.3,"48.82752745777257, 2.3723977369189355",10.0,74.1,13
21.8,2,26.2,15.3,"48.88163816729657, 2.3954401666237373",20.0,32.7,19
32.0,3,38.4,22.4,"48.85526326937375, 2.3255876525808024",30.0,32.0,7
28.6,3,34.32,20.02,"48.85526326937375, 2.3255876525808024",30.0,28.6,7
24.6,2,29.5,17.2,"48.835209049865114, 2.3862100842120184",20.0,36.9,12
26.0,3,31.2,18.2,"48.84766363545046, 2.354093153377686",30.0,26.0,5
33.8,4,40.56,23.66,"48.858514966137854, 2.3164447403399206",40.0,25.349999999999998,7
35.3,1,42.36,24.71,"48.85035926154756, 2.3110309362657557",10.0,105.89999999999999,7
25.3,3,30.36,17.71,"48.88117755028415, 2.289963738115156",30.0,25.3,17
27.3,2,32.76,19.11,"48.86740319007272, 2.3729648249267643",20.0,40.95,11
31.5,1,37.8,22.05,"48.873934691758095, 2.343252579473346",10.0,94.5,9
24.0,1,28.8,16.8,"48.89555577457166, 2.384777229270242",10.0,72.0,19
24.2,4,29.04,16.94,"48.87153120058614, 2.3875492398498035",40.0,18.15,20
23.1,4,27.72,16.17,"48.87361766097465, 2.352282894951218",40.0,17.325,10
21.4,3,25.68,14.98,"48.89213818760241, 2.355536163296278",30.0,21.4,18
20.5,4,24.6,14.35,"48.8379956461218, 2.4331784419569793",40.0,15.374999999999998,12
27.0,1,32.4,18.9,"48.84691594405347, 2.374401626479208",10.0,81.0,12
28.5,1,34.2,19.95,"48.8379956461218, 2.4331784419569793",10.0,85.5,12
33.0,1,39.6,23.1,"48.868008337402706, 2.3446991274274604",10.0,99.0,2
27.0,2,32.4,18.9,"48.86740319007272, 2.3729648249267643",20.0,40.5,11
20.3,3,24.36,14.21,"48.88766108880349, 2.3744682121256666",30.0,20.3,19
29.4,1,35.28,20.58,"48.82752745777257, 2.3723977369189355",10.0,88.2,13
22.6,2,27.12,15.82,"48.89257777114592, 2.334363089913081",20.0,33.900000000000006,18
27.3,3,32.76,19.11,"48.87814767585099, 2.3171746113048903",30.0,27.3,8
24.9,2,29.88,17.43,"48.89166759106752, 2.3459787545931863",20.0,37.349999999999994,18
25.7,2,30.84,17.99,"48.873934691758095, 2.343252579473346",20.0,38.55,9
25.9,2,31.08,18.13,"48.87124465089237, 2.3615036473450113",20.0,38.849999999999994,10
29.0,2,34.8,20.3,"48.87361766097465, 2.352282894951218",20.0,43.5,10
30.3,1,36.36,21.21,"48.87993433878255, 2.3328501965554715",10.0,90.9,9
28.4,2,34.1,19.9,"48.85852137232379, 2.3516669671389687",20.0,42.599999999999994,4
24.5,3,29.4,17.15,"48.874135575605415, 2.3041188097211407",30.0,24.5,8
27.0,2,32.4,18.9,"48.876008290020586, 2.36812301788768",20.0,40.5,10
24.3,3,29.2,17.0,"48.869306638088744, 2.3334318076581146",30.0,24.3,2
26.3,3,31.56,18.41,"48.83740588522813, 2.3633186351497177",30.0,26.3,13
30.2,2,36.24,21.14,"48.85526326937375, 2.3255876525808024",20.0,45.3,7
28.0,3,33.6,19.6,"48.84642759400415, 2.327356878234607",30.0,28.0,6
26.6,1,31.9,18.6,"48.8949426537908, 2.321118743705154",10.0,79.80000000000001,17
27.2,1,32.64,19.04,"48.87124465089237, 2.3615036473450113",10.0,81.6,10
23.6,3,28.32,16.52,"48.87124465089237, 2.3615036473450113",30.0,23.6,10
24.5,3,29.4,17.15,"48.847800629292664, 2.3363388275876775",30.0,24.5,6
27.0,4,32.4,18.9,"48.85526326937375, 2.3255876525808024",40.0,20.25,7
27.2,2,32.64,19.04,"48.850171655497846, 2.291852642697574",20.0,40.8,15
28.0,1,33.6,19.6,"48.89257777114592, 2.334363089913081",10.0,84.0,18
27.9,2,33.48,19.53,"48.8376230959726, 2.331783822887114",20.0,41.85,14
29.8,4,35.8,20.9,"48.851585175021285, 2.3647679538731117",40.0,22.35,4
35.9,1,43.1,25.1,"48.851585175021285, 2.3647679538731117",10.0,107.69999999999999,4
27.6,3,33.12,19.32,"48.84271125032415, 2.3107774536393966",30.0,27.6,15
29.6,3,35.5,20.7,"48.85852137232379, 2.3516669671389687",30.0,29.6,4
24.4,4,29.28,17.08,"48.8949426537908, 2.321118743705154",40.0,18.3,17
24.0,4,28.8,16.8,"48.87153120058614, 2.3875492398498035",40.0,18.0,20
24.4,4,29.28,17.08,"48.823452771575106, 2.337070179863054",40.0,18.3,14
27.0,2,32.4,18.9,"48.823452771575106, 2.337070179863054",20.0,40.5,14
27.3,2,32.8,19.1,"48.873934691758095, 2.343252579473346",20.0,40.95,9
27.8,2,33.36,19.46,"48.888481513920595, 2.313856169006357",20.0,41.7,17
27.5,3,33.0,19.25,"48.8671501183107, 2.3500801904088187",30.0,27.5,2
25.1,3,30.1,17.6,"48.87126549302095, 2.320053028649194",30.0,25.1,8
23.4,4,28.08,16.38,"48.823452771575106, 2.337070179863054",40.0,17.549999999999997,14
32.9,1,39.5,23.0,"48.84766363545046, 2.354093153377686",10.0,98.7,5
22.9,3,27.48,16.03,"48.83373367612219, 2.3476730460658106",30.0,22.9,13
